Year,Loser_PID,Winner_PID,Loser_Index,Winner_Index
2012,37,315,404,3350
2012,66,80,672,831
2012,45,288,492,3071
2012,384,399,4080,4236
2012,434,152,4594,1581
2012,327,138,3467,1426
2012,295,250,3161,2642
2012,111,326,1135,3447
2012,124,290,1256,3092
2012,168,275,1764,2929
2012,26,371,265,3934
2012,293,398,3138,4225
2012,256,404,2716,4293
2012,416,103,4405,1061
2012,102,269,1052,2859
2012,146,216,1521,2256
2012,167,387,1752,4124
2012,72,331,754,3509
2012,84,188,881,1960
2012,160,342,1663,3655
2012,235,296,2450,3170
2012,255,36,2696,389
2012,67,98,694,1006
2012,150,292,1564,3116
2012,250,281,2642,2990
2012,399,127,4236,1299
2012,386,141,4103,1462
2012,29,34,300,359
2012,315,418,3350,4426
2012,288,339,3071,3626
2012,230,70,2407,724
2012,138,401,1426,4260
2012,176,125,1833,1274
2012,326,8,3447,82
2012,80,129,831,1332
2012,152,4,1581,37
2012,203,88,2120,917
2012,17,100,181,1033
2012,103,398,1061,4225
2012,36,98,389,1006
2012,275,371,2929,3934
2012,331,290,3509,3092
2012,216,404,2256,4293
2012,342,296,3655,3170
2012,387,292,4124,3116
2012,188,269,1960,2859
2012,8,129,82,1332
2012,418,4,4426,37
2012,34,127,359,1299
2012,401,100,4260,1033
2012,70,88,724,917
2012,125,339,1274,3626
2012,282,281,3004,2990
2012,98,398,1006,4225
2012,296,292,3170,3116
2012,4,129,37,1332
2012,141,100,1462,1033
2012,371,290,3934,3092
2012,339,281,3626,2990
2012,269,404,2859,4293
2012,88,127,917,1299
2012,398,290,4225,3092
2012,404,292,4293,3116
2012,129,281,1332,2990
2012,127,100,1299,1033
2012,292,290,3116,3092
2012,281,100,2990,1033
2012,290,100,3092,1033
2012,130,138,1343,1426
2012,283,9,3025,101
2012,434,306,4594,3256
2012,89,66,925,672
2012,195,172,2028,1810
2012,425,16,4505,163
2012,26,385,265,4099
2012,189,9,1976,101
2012,16,306,163,3256
2012,267,138,2839,1426
2012,103,71,1061,740
2012,269,66,2859,672
2012,385,11,4099,116
2012,306,71,3256,740
2012,138,9,1426,101
2012,71,11,740,116
2012,199,315,2079,3350
2012,42,37,464,404
2012,302,249,3226,2624
2012,256,230,2716,2407
2012,376,190,3996,1990
2012,409,437,4349,4635
2012,273,392,2906,4174
2012,148,347,1538,3701
2012,203,333,2120,3538
2012,380,8,4042,82
2012,45,176,492,1833
2012,315,37,3350,404
2012,249,247,2624,2594
2012,326,8,3447,82
2012,190,281,1990,2990
2012,333,392,3538,4174
2012,129,347,1332,3701
2012,230,176,2407,1833
2012,437,188,4635,1960
2012,8,281,82,2990
2012,176,347,1833,3701
2012,392,188,4174,1960
2012,37,247,404,2594
2012,347,281,3701,2990
2012,247,188,2594,1960
2012,188,281,1960,2990
2012,244,102,2557,1052
2012,243,401,2544,4260
2012,225,275,2352,2929
2012,434,267,4594,2839
2012,338,418,3612,4426
2012,189,399,1976,4236
2012,387,295,4124,3161
2012,345,216,3680,2256
2012,160,34,1663,359
2012,67,103,694,1061
2012,331,283,3509,3025
2012,144,425,1492,4505
2012,269,229,2859,2388
2012,8,32,82,328
2012,245,130,2570,1343
2012,172,367,1810,3886
2012,435,146,4616,1521
2012,37,385,404,4099
2012,247,429,2594,4546
2012,281,168,2990,1764
2012,89,11,925,116
2012,46,70,501,724
2012,401,290,4260,3092
2012,102,418,1052,4426
2012,216,404,2256,4293
2012,146,371,1521,3934
2012,399,103,4236,1061
2012,367,100,3886,1033
2012,425,229,4505,2388
2012,283,398,3025,4225
2012,275,34,2929,359
2012,295,292,3161,3116
2012,70,36,724,389
2012,11,429,116,4546
2012,385,4,4099,37
2012,130,168,1343,1764
2012,127,32,1299,328
2012,267,296,2839,3170
2012,34,290,359,3092
2012,296,36,3170,389
2012,418,404,4426,4293
2012,398,371,4225,3934
2012,103,100,1061,1033
2012,32,168,328,1764
2012,229,292,2388,3116
2012,4,429,37,4546
2012,290,36,3092,389
2012,168,100,1764,1033
2012,429,292,4546,3116
2012,404,371,4293,3934
2012,36,100,389,1033
2012,371,292,3934,3116
2012,100,292,1033,3116
2012,65,222,660,2314
2012,342,306,3655,3256
2012,335,340,3558,3635
2012,189,150,1976,1564
2012,230,378,2407,4015
2012,156,83,1621,861
2012,124,331,1256,3509
2012,105,384,1078,4080
2012,30,89,307,925
2012,329,364,3491,3852
2012,148,229,1538,2388
2012,166,399,1730,4236
2012,195,8,2028,82
2012,160,146,1663,1521
2012,199,9,2079,101
2012,253,172,2675,1810
2012,338,138,3612,1426
2012,249,71,2624,740
2012,152,11,1581,116
2012,83,418,861,4426
2012,384,290,4080,3092
2012,340,4,3635,37
2012,399,283,4236,3025
2012,229,296,2388,3170
2012,89,8,925,82
2012,168,150,1764,1564
2012,9,331,101,3509
2012,222,127,2314,1299
2012,364,295,3852,3161
2012,138,292,1426,3116
2012,71,247,740,2594
2012,172,398,1810,4225
2012,378,146,4015,1521
2012,4,331,37,3509
2012,150,290,1564,3092
2012,295,247,3161,2594
2012,146,398,1521,4225
2012,283,127,3025,1299
2012,8,418,82,4426
2012,290,331,3092,3509
2012,247,127,2594,1299
2012,398,292,4225,3116
2012,296,418,3170,4426
2012,331,127,3509,1299
2012,418,292,4426,3116
2012,127,292,1299,3116
2012,66,385,672,4099
2012,425,16,4505,163
2012,98,256,1006,2716
2012,78,440,804,4660
2012,380,130,4042,1343
2012,345,367,3680,3886
2012,200,73,2085,758
2012,102,49,1052,526
2012,235,20,2450,215
2012,409,366,4349,3869
2012,440,49,4660,526
2012,269,256,2859,2716
2012,385,20,4099,215
2012,17,130,181,1343
2012,386,367,4103,3886
2012,401,16,4260,163
2012,73,225,758,2352
2012,366,371,3869,3934
2012,49,16,526,163
2012,367,130,3886,1343
2012,225,371,2352,3934
2012,256,20,2716,215
2012,16,371,163,3934
2012,20,130,215,1343
2012,130,371,1343,3934
2012,409,102,4349,1052
2012,105,236,1078,2462
2012,211,30,2204,307
2012,235,288,2450,3071
2012,176,380,1833,4042
2012,366,364,3869,3852
2012,230,138,2407,1426
2012,130,306,1343,3256
2012,204,416,2134,4405
2012,225,342,2352,3655
2012,102,367,1052,3886
2012,236,380,2462,4042
2012,364,288,3852,3071
2012,30,293,307,3138
2012,425,11,4505,116
2012,138,306,1426,3256
2012,172,342,1810,3655
2012,416,295,4405,3161
2012,342,11,3655,116
2012,295,306,3161,3256
2012,288,367,3071,3886
2012,380,293,4042,3138
2012,11,306,116,3256
2012,293,367,3138,3886
2012,306,367,3256,3886
2012,340,249,3635,2624
2012,46,168,501,1764
2012,267,189,2839,1976
2012,9,65,101,660
2012,148,294,1538,3148
2012,379,253,4030,2675
2012,111,283,1135,3025
2012,199,71,2079,740
2012,146,315,1521,3350
2012,114,378,1170,4015
2012,20,333,215,3538
2012,294,429,3148,4546
2012,249,141,2624,1462
2012,65,168,660,1764
2012,333,283,3538,3025
2012,253,88,2675,917
2012,189,378,1976,4015
2012,168,429,1764,4546
2012,283,88,3025,917
2012,429,88,4546,917
2012,141,88,1462,917
2012,338,399,3612,4236
2012,83,150,861,1564
2012,256,166,2716,1730
2012,200,17,2085,181
2012,386,384,4103,4080
2012,152,385,1581,4099
2012,49,50,526,543
2012,124,16,1256,163
2012,229,268,2388,2847
2012,38,167,420,1752
2012,313,435,3324,4616
2012,16,70,163,724
2012,50,17,543,181
2012,404,167,4293,1752
2012,150,435,1564,4616
2012,385,399,4099,4236
2012,166,216,1730,2256
2012,384,247,4080,2594
2012,435,70,4616,724
2012,17,167,181,1752
2012,268,216,2847,2256
2012,399,247,4236,2594
2012,167,70,1752,724
2012,247,216,2594,2256
2012,70,216,724,2256
2012,203,84,2120,881
2012,45,8,492,82
2012,434,401,4594,4260
2012,384,176,4080,1833
2012,150,4,1564,37
2012,67,124,694,1256
2012,172,148,1810,1538
2012,128,9,1319,101
2012,17,138,181,1426
2012,283,70,3025,724
2012,399,387,4236,4124
2012,130,371,1343,3934
2012,11,103,116,1061
2012,245,367,2570,3886
2012,338,429,3612,4546
2012,216,282,2256,3004
2012,189,418,1976,4426
2012,37,160,404,1663
2012,293,331,3138,3509
2012,247,275,2594,2929
2012,269,88,2859,917
2012,32,141,328,1462
2012,8,36,82,389
2012,148,100,1538,1033
2012,188,70,1960,724
2012,387,127,4124,1299
2012,275,429,2929,4546
2012,9,282,101,3004
2012,367,103,3886,1061
2012,124,418,1256,4426
2012,84,292,881,3116
2012,401,141,4260,1462
2012,176,404,1833,4293
2012,160,4,1663,37
2012,89,398,925,4225
2012,435,88,4616,917
2012,331,125,3509,1274
2012,138,371,1426,3934
2012,282,36,3004,389
2012,404,103,4293,1061
2012,292,418,3116,4426
2012,70,88,724,917
2012,4,127,37,1299
2012,141,125,1462,1274
2012,429,100,4546,1033
2012,371,398,3934,4225
2012,103,88,1061,917
2012,418,36,4426,389
2012,100,398,1033,4225
2012,127,125,1299,1274
2012,88,36,917,389
2012,398,125,4225,1274
2012,36,125,389,1274
2012,8,128,82,1319
2012,84,249,881,2624
2012,425,401,4505,4260
2012,32,435,328,4616
2012,189,367,1976,3886
2012,331,269,3509,2859
2012,45,282,492,3004
2012,103,418,1061,4426
2012,150,399,1564,4236
2012,168,429,1764,4546
2012,17,130,181,1343
2012,204,37,2134,404
2012,67,387,694,4124
2012,70,4,724,37
2012,216,188,2256,1960
2012,275,141,2929,1462
2012,11,138,116,1426
2012,295,326,3161,3447
2012,247,160,2594,1663
2012,245,88,2570,917
2012,385,225,4099,2352
2012,409,281,4349,2990
2012,434,371,4594,3934
2012,418,127,4426,1299
2012,282,128,3004,1319
2012,293,290,3138,3092
2012,401,404,4260,4293
2012,399,100,4236,1033
2012,130,160,1343,1663
2012,387,281,4124,2990
2012,435,88,4616,917
2012,37,125,404,1274
2012,138,371,1426,3934
2012,326,4,3447,37
2012,225,36,2352,389
2012,249,141,2624,1462
2012,188,367,1960,3886
2012,269,292,2859,3116
2012,398,429,4225,4546
2012,4,36,37,389
2012,281,100,2990,1033
2012,371,127,3934,1299
2012,290,141,3092,1462
2012,429,367,4546,3886
2012,160,292,1663,3116
2012,88,404,917,4293
2012,128,125,1319,1274
2012,141,127,1462,1299
2012,36,292,389,3116
2012,404,100,4293,1033
2012,367,125,3886,1274
2012,127,292,1299,3116
2012,125,100,1274,1033
2012,100,292,1033,3116
2012,250,256,2642,2716
2012,124,189,1256,1976
2012,111,84,1135,881
2012,366,98,3869,1006
2012,235,399,2450,4236
2012,306,340,3256,3635
2012,326,229,3447,2388
2012,338,425,3612,4505
2012,384,19,4080,210
2012,130,83,1343,861
2012,434,32,4594,328
2012,168,128,1764,1319
2012,425,83,4505,861
2012,189,84,1976,881
2012,256,188,2716,1960
2012,128,32,1319,328
2012,98,371,1006,3934
2012,399,229,4236,2388
2012,340,4,3635,37
2012,282,19,3004,210
2012,32,371,328,3934
2012,188,84,1960,881
2012,83,4,861,37
2012,229,19,2388,210
2012,371,4,3934,37
2012,84,19,881,210
2012,19,4,210,37
2012,258,130,2731,1343
2012,283,88,3025,917
2012,321,340,3398,3635
2012,71,429,740,4546
2012,380,386,4042,4103
2012,172,11,1810,116
2012,83,418,861,4426
2012,370,288,3921,3071
2012,275,38,2929,420
2012,231,404,2410,4293
2012,222,94,2314,982
2012,339,255,3626,2696
2012,80,211,831,2204
2012,166,229,1730,2388
2012,313,195,3324,2028
2012,182,204,1903,2134
2012,247,368,2594,3906
2012,378,160,4015,1663
2012,84,367,881,3886
2012,200,125,2085,1274
2012,293,409,3138,4349
2012,29,241,300,2521
2012,28,225,293,2352
2012,45,72,492,754
2012,124,150,1256,1564
2012,109,188,1117,1960
2012,138,245,1426,2570
2012,32,401,328,4260
2012,385,100,4099,1033
2012,169,399,1777,4236
2012,253,8,2675,82
2012,111,216,1135,2256
2012,315,267,3350,2839
2012,366,36,3869,389
2012,338,270,3612,2870
2012,387,152,4124,1581
2012,329,331,3491,3509
2012,176,371,1833,3934
2012,256,19,2716,210
2012,250,66,2642,672
2012,148,269,1538,2859
2012,326,398,3447,4225
2012,235,127,2450,1299
2012,376,405,3996,4314
2012,203,364,2120,3852
2012,440,141,4660,1462
2012,434,98,4594,1006
2012,103,384,1061,4080
2012,442,34,4682,359
2012,9,295,101,3161
2012,37,342,404,3655
2012,46,292,501,3116
2012,249,4,2624,37
2012,425,167,4505,1752
2012,345,281,3680,2990
2012,230,189,2407,1976
2012,102,168,1052,1764
2012,190,290,1990,3092
2012,67,17,694,181
2012,42,435,464,4616
2012,204,100,2134,1033
2012,340,88,3635,917
2012,128,70,1319,724
2012,229,367,2388,3886
2012,409,125,4349,1274
2012,38,94,420,982
2012,245,36,2570,389
2012,437,8,4635,82
2012,19,371,210,3934
2012,288,418,3071,4426
2012,11,429,116,4546
2012,211,255,2204,2696
2012,368,225,3906,2352
2012,342,281,3655,2990
2012,295,290,3161,3092
2012,306,127,3256,1299
2012,241,331,2521,3509
2012,399,150,4236,1564
2012,386,404,4103,4293
2012,168,435,1764,4616
2012,72,152,754,1581
2012,401,130,4260,1343
2012,189,292,1976,3116
2012,17,4,181,37
2012,269,364,2859,3852
2012,216,270,2256,2870
2012,188,267,1960,2839
2012,405,34,4314,359
2012,66,398,672,4225
2012,98,141,1006,1462
2012,384,167,4080,1752
2012,195,160,2028,1663
2012,8,36,82,389
2012,130,404,1343,4293
2012,371,429,3934,4546
2012,418,367,4426,3886
2012,225,152,2352,1581
2012,70,88,724,917
2012,255,125,2696,1274
2012,94,100,982,1033
2012,435,127,4616,1299
2012,270,4,2870,37
2012,34,398,359,4225
2012,150,290,1564,3092
2012,167,141,1752,1462
2012,331,281,3509,2990
2012,267,160,2839,1663
2012,364,292,3852,3116
2012,367,100,3886,1033
2012,152,125,1581,1274
2012,160,127,1663,1299
2012,398,4,4225,37
2012,429,404,4546,4293
2012,36,88,389,917
2012,281,292,2990,3116
2012,141,290,1462,3092
2012,404,100,4293,1033
2012,88,125,917,1274
2012,4,292,37,3116
2012,290,127,3092,1299
2012,127,292,1299,3116
2012,125,100,1274,1033
2012,100,292,1033,3116
2012,295,225,3161,2352
2012,37,386,404,4103
2012,168,435,1764,4616
2012,50,216,543,2256
2012,313,331,3324,3509
2012,367,387,3886,4124
2012,442,160,4682,1663
2012,373,269,3958,2859
2012,224,235,2338,2450
2012,29,401,300,4260
2012,399,167,4236,1752
2012,103,435,1061,4616
2012,401,36,4260,389
2012,386,387,4103,4124
2012,225,216,2352,2256
2012,160,167,1663,1752
2012,235,292,2450,3116
2012,269,125,2859,1274
2012,387,435,4124,4616
2012,292,216,3116,2256
2012,331,125,3509,1274
2012,36,167,389,1752
2012,435,125,4616,1274
2012,216,167,2256,1752
2012,125,167,1274,1752
2012,427,8,4521,82
2012,138,255,1426,2696
2012,16,111,163,1135
2012,329,83,3491,861
2012,218,340,2281,3635
2012,405,392,4314,4174
2012,182,203,1903,2120
2012,230,250,2407,2642
2012,71,384,740,4080
2012,333,98,3538,1006
2012,166,46,1730,501
2012,146,17,1521,181
2012,338,326,3612,3447
2012,211,45,2204,492
2012,172,342,1810,3655
2012,409,256,4349,2716
2012,87,189,904,1976
2012,80,102,831,1052
2012,195,33,2028,340
2012,321,293,3398,3138
2012,315,376,3350,3996
2012,249,190,2624,1990
2012,111,70,1135,724
2012,203,250,2120,2642
2012,371,46,3934,501
2012,339,340,3626,3635
2012,288,98,3071,1006
2012,83,247,861,2594
2012,384,8,4080,82
2012,290,255,3092,2696
2012,45,256,492,2716
2012,17,342,181,3655
2012,376,102,3996,1052
2012,190,34,1990,359
2012,189,326,1976,3447
2012,33,293,340,3138
2012,392,398,4174,4225
2012,255,98,2696,1006
2012,247,8,2594,82
2012,46,256,501,2716
2012,404,102,4293,1052
2012,34,326,359,3447
2012,342,70,3655,724
2012,398,250,4225,2642
2012,340,293,3635,3138
2012,8,98,82,1006
2012,250,70,2642,724
2012,256,293,2716,3138
2012,102,326,1052,3447
2012,326,70,3447,724
2012,98,293,1006,3138
2012,293,70,3138,724
2012,229,37,2388,404
2012,321,176,3398,1833
2012,11,17,116,181
2012,267,66,2839,672
2012,427,268,4521,2847
2012,34,250,359,2642
2012,111,83,1135,861
2012,245,189,2570,1976
2012,376,216,3996,2256
2012,326,339,3447,3626
2012,141,268,1462,2847
2012,37,367,404,3886
2012,399,130,4236,1343
2012,17,83,181,861
2012,160,189,1663,1976
2012,250,176,2642,1833
2012,66,339,672,3626
2012,268,83,2847,861
2012,130,339,1343,3626
2012,189,176,1976,1833
2012,216,367,2256,3886
2012,83,339,861,3626
2012,176,367,1833,3886
2012,367,339,3886,3626
2012,295,370,3161,3921
2012,150,288,1564,3071
2012,195,338,2028,3612
2012,329,124,3491,1256
2012,152,306,1581,3256
2012,405,313,4314,3324
2012,102,249,1052,2624
2012,230,275,2407,2929
2012,133,190,1367,1990
2012,385,71,4099,740
2012,366,225,3869,2352
2012,45,340,492,3635
2012,401,256,4260,2716
2012,275,190,2929,1990
2012,225,306,2352,3256
2012,338,370,3612,3921
2012,71,340,740,3635
2012,249,256,2624,2716
2012,270,127,2870,1299
2012,124,288,1256,3071
2012,190,306,1990,3256
2012,340,313,3635,3324
2012,288,256,3071,2716
2012,370,127,3921,1299
2012,256,313,2716,3324
2012,306,127,3256,1299
2012,313,127,3324,1299
2012,288,34,3071,359
2012,385,392,4099,4174
2012,434,435,4594,4616
2012,37,33,404,340
2012,200,141,2085,1462
2012,67,211,694,2204
2012,42,29,464,300
2012,71,65,740,660
2012,128,100,1319,1033
2012,293,398,3138,4225
2012,245,130,2570,1343
2012,160,401,1663,4260
2012,267,371,2839,3934
2012,204,313,2134,3324
2012,384,387,4080,4124
2012,270,281,2870,2990
2012,188,124,1960,1256
2012,425,66,4505,672
2012,405,269,4314,2859
2012,250,176,2642,1833
2012,36,166,389,1730
2012,268,256,2847,2716
2012,367,189,3886,1976
2012,83,345,861,3680
2012,46,193,501,2014
2012,253,19,2675,210
2012,45,103,492,1061
2012,111,306,1135,3256
2012,28,241,293,2521
2012,229,296,2388,3170
2012,329,129,3491,1332
2012,440,195,4660,2028
2012,247,295,2594,3161
2012,340,138,3635,1426
2012,399,152,4236,1581
2012,249,255,2624,2696
2012,231,368,2410,3906
2012,230,376,2407,3996
2012,338,4,3612,37
2012,8,98,82,1006
2012,182,404,1903,4293
2012,11,427,116,4521
2012,409,235,4349,2450
2012,32,292,328,3116
2012,167,216,1752,2256
2012,102,342,1052,3655
2012,283,17,3025,181
2012,386,70,4103,724
2012,168,88,1764,917
2012,16,87,163,904
2012,321,326,3398,3447
2012,84,290,881,3092
2012,302,315,3226,3350
2012,150,331,1564,3509
2012,190,225,1990,2352
2012,429,275,4546,2929
2012,50,127,543,1299
2012,366,203,3869,2120
2012,66,281,672,2990
2012,313,269,3324,2859
2012,211,401,2204,4260
2012,130,125,1343,1274
2012,392,398,4174,4225
2012,9,189,101,1976
2012,166,193,1730,2014
2012,347,34,3701,359
2012,345,4,3680,37
2012,65,435,660,4616
2012,33,141,340,1462
2012,176,100,1833,1033
2012,241,152,2521,1581
2012,371,256,3934,2716
2012,295,19,3161,210
2012,368,296,3906,3170
2012,438,418,4645,4426
2012,87,127,904,1299
2012,275,235,2929,2450
2012,29,387,300,4124
2012,255,124,2696,1256
2012,203,290,2120,3092
2012,427,129,4521,1332
2012,103,306,1061,3256
2012,225,70,2352,724
2012,315,339,3350,3626
2012,195,216,2028,2256
2012,138,404,1426,4293
2012,376,88,3996,917
2012,98,17,1006,181
2012,292,342,3116,3655
2012,331,326,3509,3447
2012,281,401,2990,4260
2012,387,100,4124,1033
2012,418,256,4426,2716
2012,124,189,1256,1976
2012,193,269,2014,2859
2012,34,125,359,1274
2012,398,435,4225,4616
2012,4,141,37,1462
2012,306,19,3256,210
2012,342,216,3655,2256
2012,296,88,3170,917
2012,152,129,1581,1332
2012,326,70,3447,724
2012,339,127,3626,1299
2012,235,404,2450,4293
2012,17,290,181,3092
2012,189,435,1976,4616
2012,256,125,2716,1274
2012,401,100,4260,1033
2012,19,216,210,2256
2012,141,269,1462,2859
2012,129,404,1332,4293
2012,70,290,724,3092
2012,88,127,917,1299
2012,269,100,2859,1033
2012,435,125,4616,1274
2012,127,290,1299,3092
2012,216,404,2256,4293
2012,100,125,1033,1274
2012,404,290,4293,3092
2012,290,125,3092,1274
2012,89,170,925,1790
2012,409,336,4349,3579
2012,57,46,608,501
2012,38,144,420,1492
2012,437,380,4635,4042
2012,187,146,1945,1521
2012,229,148,2388,1538
2012,26,278,265,2966
2012,5,218,55,2281
2012,109,98,1117,1006
2012,425,440,4505,4660
2012,295,170,3161,1790
2012,380,336,4042,3579
2012,46,127,501,1299
2012,146,98,1521,1006
2012,278,4,2966,37
2012,144,148,1492,1538
2012,336,127,3579,1299
2012,440,170,4660,1790
2012,148,4,1538,37
2012,98,127,1006,1299
2012,170,4,1790,37
2012,4,127,37,1299
2012,230,374,2407,3968
2012,68,255,704,2696
2012,376,338,3996,3612
2012,80,366,831,3869
2012,434,347,4594,3701
2012,33,176,340,1833
2012,370,296,3921,3170
2012,45,326,492,3447
2012,152,29,1581,300
2012,111,331,1135,3509
2012,189,373,1976,3958
2012,438,327,4645,3467
2012,268,241,2847,2521
2012,321,182,3398,1903
2012,326,366,3447,3869
2012,347,327,3701,3467
2012,338,296,3612,3170
2012,255,188,2696,1960
2012,373,182,3958,1903
2012,241,176,2521,1833
2012,331,29,3509,300
2012,366,182,3869,1903
2012,296,327,3170,3467
2012,29,176,300,1833
2012,327,182,3467,1903
2012,176,188,1833,1960
2012,182,188,1903,1960
2012,329,138,3491,1426
2012,84,50,881,543
2012,283,83,3025,861
2012,71,200,740,2085
2012,168,342,1764,3655
2012,332,66,3525,672
2012,364,306,3852,3256
2012,9,167,101,1752
2012,225,386,2352,4103
2012,11,138,116,1426
2012,342,315,3655,3350
2012,306,50,3256,543
2012,83,398,861,4225
2012,200,281,2085,2990
2012,399,32,4236,328
2012,66,386,672,4103
2012,50,138,543,1426
2012,315,398,3350,4225
2012,386,32,4103,328
2012,32,398,328,4225
2012,138,281,1426,2990
2012,281,398,2990,4225
2012,378,16,4015,163
2012,30,211,307,2204
2012,249,402,2624,4270
2012,340,302,3635,3226
2012,28,130,293,1343
2012,416,204,4405,2134
2012,102,37,1052,404
2012,211,16,2204,163
2012,49,70,526,724
2012,204,302,2134,3226
2012,385,160,4099,1663
2012,402,37,4270,404
2012,166,418,1730,4426
2012,130,103,1343,1061
2012,302,70,3226,724
2012,231,418,2410,4426
2012,16,160,163,1663
2012,37,103,404,1061
2012,418,160,4426,1663
2012,103,70,1061,724
2012,160,70,1663,724
2012,45,374,492,3968
2012,268,288,2847,3071
2012,434,198,4594,2063
2012,249,8,2624,82
2012,57,255,608,2696
2012,19,230,210,2407
2012,256,376,2716,3996
2012,176,42,1833,464
2012,405,35,4314,370
2012,327,33,3467,340
2012,255,339,2696,3626
2012,8,347,82,3701
2012,35,296,370,3170
2012,230,376,2407,3996
2012,42,111,464,1135
2012,129,288,1332,3071
2012,198,374,2063,3968
2012,33,188,340,1960
2012,111,288,1135,3071
2012,296,376,3170,3996
2012,347,339,3701,3626
2012,374,188,3968,1960
2012,376,288,3996,3071
2012,188,339,1960,3626
2012,288,339,3071,3626
2012,9,267,101,2839
2012,399,306,4236,3256
2012,340,170,3635,1790
2012,102,225,1052,2352
2012,409,247,4349,2594
2012,384,50,4080,543
2012,204,32,2134,328
2012,425,166,4505,1730
2012,34,98,359,1006
2012,233,150,2429,1564
2012,170,247,1790,2594
2012,435,32,4616,328
2012,306,166,3256,1730
2012,429,267,4546,2839
2012,160,225,1663,2352
2012,150,180,1564,1880
2012,50,98,543,1006
2012,225,98,2352,1006
2012,247,32,2594,328
2012,166,267,1730,2839
2012,180,398,1880,4225
2012,98,32,1006,328
2012,267,398,2839,4225
2012,398,32,4225,328
2012,336,89,3579,925
2012,37,371,404,3934
2012,16,168,163,1764
2012,295,84,3161,881
2012,283,66,3025,672
2012,437,269,4635,2859
2012,401,342,4260,3655
2012,386,281,4103,2990
2012,418,332,4426,3525
2012,71,70,740,724
2012,211,167,2204,1752
2012,187,130,1945,1343
2012,315,216,3350,2256
2012,200,4,2085,37
2012,371,167,3934,1752
2012,168,269,1764,2859
2012,89,70,925,724
2012,130,216,1343,2256
2012,332,66,3525,672
2012,84,4,881,37
2012,66,281,672,2990
2012,269,167,2859,1752
2012,216,4,2256,37
2012,4,281,37,2990
2012,70,167,724,1752
2012,167,281,1752,2990
2012,134,342,1385,3655
2012,380,302,4042,3226
2012,204,416,2134,4405
2012,144,425,1492,4505
2012,394,211,4183,2204
2012,138,440,1426,4660
2012,170,109,1790,1117
2012,169,166,1777,1730
2012,437,46,4635,501
2012,416,342,4405,3655
2012,269,46,2859,501
2012,166,109,1730,1117
2012,20,216,215,2256
2012,440,302,4660,3226
2012,109,425,1117,4505
2012,342,216,3655,2256
2012,302,168,3226,1764
2012,46,211,501,2204
2012,425,216,4505,2256
2012,211,168,2204,1764
2012,216,168,2256,1764
2012,230,57,2407,608
2012,374,71,3968,740
2012,19,327,210,3467
2012,241,347,2521,3701
2012,366,9,3869,101
2012,38,111,420,1135
2012,210,249,2190,2624
2012,42,200,464,2085
2012,165,268,1721,2847
2012,198,370,2063,3921
2012,315,35,3350,370
2012,71,270,740,2870
2012,57,327,608,3467
2012,370,326,3921,3447
2012,9,35,101,370
2012,200,268,2085,2847
2012,111,256,1135,2716
2012,249,255,2624,2696
2012,306,347,3256,3701
2012,255,35,2696,370
2012,270,327,2870,3467
2012,347,268,3701,2847
2012,256,326,2716,3447
2012,268,35,2847,370
2012,327,326,3467,3447
2012,35,326,370,3447
2012,138,270,1426,2870
2012,19,368,210,3906
2012,11,42,116,464
2012,340,66,3635,672
2012,71,103,740,1061
2012,437,68,4635,704
2012,111,329,1135,3491
2012,267,256,2839,2716
2012,347,167,3701,1752
2012,241,268,2521,2847
2012,306,200,3256,2085
2012,315,129,3350,1332
2012,198,29,2063,300
2012,440,8,4660,82
2012,9,326,101,3447
2012,255,35,2696,370
2012,268,200,2847,2085
2012,270,167,2870,1752
2012,68,42,704,464
2012,329,103,3491,1061
2012,368,8,3906,82
2012,29,326,300,3447
2012,35,129,370,1332
2012,66,256,672,2716
2012,200,167,2085,1752
2012,256,129,2716,1332
2012,8,326,82,3447
2012,42,103,464,1061
2012,129,167,1332,1752
2012,326,103,3447,1061
2012,167,103,1752,1061
2012,434,66,4594,672
2012,45,401,492,4260
2012,38,399,420,4236
2012,235,11,2450,116
2012,318,111,3375,1135
2012,440,71,4660,740
2012,367,321,3886,3398
2012,37,17,404,181
2012,80,229,831,2388
2012,275,326,2929,3447
2012,384,160,4080,1663
2012,103,387,1061,4124
2012,8,435,82,4616
2012,250,130,2642,1343
2012,293,167,3138,1752
2012,302,34,3226,359
2012,111,129,1135,1332
2012,321,281,3398,2990
2012,401,331,4260,3509
2012,11,188,116,1960
2012,17,70,181,724
2012,269,160,2859,1663
2012,88,387,917,4124
2012,435,398,4616,4225
2012,229,141,2388,1462
2012,130,216,1343,2256
2012,34,36,359,389
2012,404,66,4293,672
2012,71,290,740,3092
2012,371,167,3934,1752
2012,296,326,3170,3447
2012,399,100,4236,1033
2012,290,331,3092,3509
2012,36,141,389,1462
2012,281,129,2990,1332
2012,70,398,724,4225
2012,66,160,672,1663
2012,326,100,3447,1033
2012,387,167,4124,1752
2012,216,188,2256,1960
2012,129,141,1332,1462
2012,160,398,1663,4225
2012,167,100,1752,1033
2012,331,188,3509,1960
2012,188,141,1960,1462
2012,398,100,4225,1033
2012,141,100,1462,1033
2012,176,399,1833,4236
2012,8,42,82,464
2012,103,84,1061,881
2012,168,367,1764,3886
2012,384,70,4080,724
2012,434,241,4594,2521
2012,225,250,2352,2642
